"","ST","STATE","OCC_CODE","OCC_TITLE","OCC_GROUP","TOT_EMP","EMP_PRSE","H_MEAN","A_MEAN","MEAN_PRSE","H_PCT10","H_PCT25","H_MEDIAN","H_PCT75","H_PCT90","A_PCT10","A_PCT25","A_MEDIAN","A_PCT75","A_PCT90"
"181","CO","Colorado","43-0000","Office and Administrative Support Occupations","major",704,1,17.39,487,0.3,9.78,12.48,16.25,21.25,26.86,336,435,489,597,689
"182","CO","Colorado","45-0000","Farming, Fishing, and Forestry Occupations","major",730,7.6,13.41,268,1.9,8.29,9.06,11.93,15.82,20.85,162,177,265,368,525
"183","CO","Colorado","47-0000","Construction and Extraction Occupations","major",144,1.6,21.1,654,0.8,12.04,15.16,19.26,25.82,32.84,492,592,610,733,881
"184","CO","Colorado","49-0000","Installation, Maintenance, and Repair Occupations","major",1125,1.7,22.19,692,0.7,11.4,15.26,21.05,28.11,34.98,458,596,674,800,937
"185","CO","Colorado","51-0000","Production Occupations","major",1171,2.5,17.47,494,0.9,9.24,11.54,15.79,21.16,28.58,281,35,469,594,758
"186","CO","Colorado","53-0000","Transportation and Material Moving Occupations","major",204,2.5,17.35,482,2.4,8.8,10.71,15.11,20.82,27.97,225,307,441,579,736
"187","CT","Connecticut","11-0000","Management Occupations","major",145,1.2,60.13,83,0.8,26.57,37.94,52.92,72.73,NA,869,1012,63,158,56
"188","CT","Connecticut","13-0000","Business and Financial Operations Occupations","major",1129,2.1,38.59,1039,1.1,19.85,26,34.45,44.36,58.1,792,917,996,1091,179
"189","CT","Connecticut","15-0000","Computer and Mathematical Occupations","major",805,2.7,40.88,1064,1,21.95,29.81,39.3,50.24,62.04,835,974,1065,72,208
"190","CT","Connecticut","17-0000","Architecture and Engineering Occupations","major",655,3.7,38.05,1029,1.3,22.67,28.88,37.21,45.59,55.83,844,966,1049,1113,147
"191","CT","Connecticut","19-0000","Life, Physical, and Social Science Occupations","major",183,5.4,39.55,1051,3.1,20.04,25.92,36.25,47.09,65.22,799,913,1028,1134,223
"192","CT","Connecticut","21-0000","Community and Social Service Occupations","major",648,2.2,24.47,760,2.6,12.88,16.17,22.99,31.91,38.83,536,629,728,872,1016
"193","CT","Connecticut","23-0000","Legal Occupations","major",214,3.1,50.49,62,3,19.45,26.08,41.36,64.72,NA,785,922,1082,145,56
"194","CT","Connecticut","25-0000","Education, Training, and Library Occupations","major",199,1.6,28.06,824,3.6,10.89,14.94,25.87,37.34,44.98,428,578,811,990,1091
"195","CT","Connecticut","27-0000","Arts, Design, Entertainment, Sports, and Media Occupations","major",496,4.8,27.48,812,3.4,9.51,14.73,23.28,34.86,50.01,309,565,736,932,74
"196","CT","Connecticut","29-0000","Healthcare Practitioners and Technical Occupations","major",96,2.4,40.11,1059,1.3,19.04,26.51,34.76,44.54,64.99,770,934,1004,1096,221
"197","CT","Connecticut","31-0000","Healthcare Support Occupations","major",850,2,16.13,402,0.8,11.37,12.98,15.4,18.22,22.2,456,467,456,466,557
"198","CT","Connecticut","33-0000","Protective Service Occupations","major",697,4.3,23.05,719,2.5,9.94,12.76,22.67,31.41,37.23,351,458,719,864,989
"199","CT","Connecticut","35-0000","Food Preparation and Serving Related Occupations","major",231,1,11.61,193,0.9,8.62,8.94,9.71,12.71,17.3,23,163,149,266,431
"200","CT","Connecticut","37-0000","Building and Grounds Cleaning and Maintenance Occupations","major",925,2.7,14.74,321,1.2,8.94,10.15,13.11,17.62,23.06,242,262,318,429,578
"201","CT","Connecticut","39-0000","Personal Care and Service Occupations","major",975,2.5,13.73,276,1.3,8.77,9.33,11.49,15.27,22.17,221,203,239,354,555
"202","CT","Connecticut","41-0000","Sales and Related Occupations","major",332,1.3,21.74,675,1.6,8.88,9.59,13.5,24.84,43.29,235,226,339,709,1065
"203","CT","Connecticut","43-0000","Office and Administrative Support Occupations","major",539,1.1,19.54,581,0.7,10.21,13.74,18.36,24.14,29.6,381,510,576,693,791
"204","CT","Connecticut","45-0000","Farming, Fishing, and Forestry Occupations","major",1105,16.1,14.03,289,4.9,8.71,9.25,11.93,15.89,23.95,209,196,265,371,605
"205","CT","Connecticut","47-0000","Construction and Extraction Occupations","major",803,2.1,25.48,778,0.9,14.32,18.3,24.6,31.26,38.26,588,696,768,862,1011
"206","CT","Connecticut","49-0000","Installation, Maintenance, and Repair Occupations","major",895,2.6,24.11,750,1.2,12.95,16.96,23.06,30.1,36.85,540,657,729,844,984
"207","CT","Connecticut","51-0000","Production Occupations","major",1169,2,19.56,584,1.7,10.27,13.01,17.74,24.12,31.84,386,469,546,691,850
"208","CT","Connecticut","53-0000","Transportation and Material Moving Occupations","major",1132,2,16.82,449,1,9.21,11.07,15,20.42,27.38,275,340,435,559,710
"209","DE","Delaware","11-0000","Management Occupations","major",342,3.8,64.84,85,2,32.12,42.9,57.24,79.98,NA,873,1015,66,166,56
"210","DE","Delaware","13-0000","Business and Financial Operations Occupations","major",495,3.1,35.02,975,1.4,19.3,24.15,31.97,42.69,55.33,778,864,945,1067,134
"211","DE","Delaware","15-0000","Computer and Mathematical Occupations","major",189,5.5,40.2,1060,1.7,22.41,29.09,38.63,50.35,61.1,842,968,1059,73,203
"212","DE","Delaware","17-0000","Architecture and Engineering Occupations","major",866,6.6,39.88,1056,3.4,20.3,27.8,36.63,50.39,65.53,808,955,1040,75,225
"213","DE","Delaware","19-0000","Life, Physical, and Social Science Occupations","major",1014,3.4,38.34,1036,3.8,20.64,28.01,35.4,48.71,62.32,819,959,1015,60,209
"214","DE","Delaware","21-0000","Community and Social Service Occupations","major",947,5,21.11,655,2.2,12.69,16.23,19.94,24.89,32.38,528,634,636,710,862
"215","DE","Delaware","23-0000","Legal Occupations","major",744,8.1,54.5,72,4.6,20.29,26.41,44.89,76.26,NA,807,931,1099,164,56
"216","DE","Delaware","25-0000","Education, Training, and Library Occupations","major",534,3.9,24.76,766,3.2,10.68,15.26,23.68,32.39,39.42,409,595,751,876,1024
"217","DE","Delaware","27-0000","Arts, Design, Entertainment, Sports, and Media Occupations","major",610,5.4,23.56,734,3.1,9.8,13.83,20.72,29.75,40.59,338,517,661,837,1032
"218","DE","Delaware","29-0000","Healthcare Practitioners and Technical Occupations","major",535,4.4,39.34,1047,2.3,16.67,24.36,32.71,43,69.98,688,870,958,1071,258
"219","DE","Delaware","31-0000","Healthcare Support Occupations","major",176,3.8,14.26,301,1.2,10,11.5,13.44,16.24,19.39,356,370,333,379,498
"220","DE","Delaware","33-0000","Protective Service Occupations","major",1150,4.9,18.81,551,4.3,9.34,11.41,15.82,22.67,33.84,291,365,470,649,909
"221","DE","Delaware","35-0000","Food Preparation and Serving Related Occupations","major",718,1.9,10.62,142,1.1,7.77,8.35,9.32,11.83,15.79,80,93,125,245,389
"222","DE","Delaware","37-0000","Building and Grounds Cleaning and Maintenance Occupations","major",221,3.4,13.04,249,2,8.09,9.19,11.74,15.75,19.49,134,191,257,365,499
"223","DE","Delaware","39-0000","Personal Care and Service Occupations","major",80,6.6,13.09,252,2.2,7.97,8.86,11.01,15.14,21.68,113,154,210,350,544
"224","DE","Delaware","41-0000","Sales and Related Occupations","major",822,2.6,18.48,532,2.1,8.12,9.12,12.78,21.83,35.93,136,182,302,613,960
"225","DE","Delaware","43-0000","Office and Administrative Support Occupations","major",1011,1.9,17.25,476,1.2,9.66,12.37,16.18,21.11,26.56,321,426,487,591,676
"226","DE","Delaware","45-0000","Farming, Fishing, and Forestry Occupations","major",1174,15.8,16.19,408,2.2,9.02,11.21,15.88,19.86,24.11,41,353,475,537,610
"227","DE","Delaware","47-0000","Construction and Extraction Occupations","major",269,3.9,21.86,679,1.7,12.31,15.39,20.46,27.31,34.03,507,599,653,781,915
"228","DE","Delaware","49-0000","Installation, Maintenance, and Repair Occupations","major",266,2.8,22.6,709,1.3,12.45,16.08,21.63,28.56,34.57,512,625,693,813,927
"229","DE","Delaware","51-0000","Production Occupations","major",385,7.2,16.78,445,3,9.59,11,14.31,21.29,27.98,319,334,395,598,737
"230","DE","Delaware","53-0000","Transportation and Material Moving Occupations","major",512,4.6,15.59,372,1.8,8.43,9.99,13.79,19.17,25.6,14,250,362,508,649
"231","DC","District of Columbia","11-0000","Management Occupations","major",1051,0.9,63.4,84,1.5,33.62,49.11,61.09,73.39,NA,875,54,68,159,56
"232","DC","District of Columbia","13-0000","Business and Financial Operations Occupations","major",113,1.1,42.5,1088,3.2,22.91,30.03,39.61,50.88,65.76,846,979,1068,79,228
"233","DC","District of Columbia","15-0000","Computer and Mathematical Occupations","major",682,2.2,45.57,1110,3.4,25.98,33.85,45.15,55.75,65.76,865,1002,1102,112,229
"234","DC","District of Columbia","17-0000","Architecture and Engineering Occupations","major",216,3.9,47.82,1129,5.1,25.98,34.21,46.45,60.69,73.39,864,1004,1107,134,278
"235","DC","District of Columbia","19-0000","Life, Physical, and Social Science Occupations","major",416,3.1,47.18,1125,4.9,20.62,31.03,45.65,60.7,74.75,818,988,1104,135,284
"236","DC","District of Columbia","21-0000","Community and Social Service Occupations","major",186,4.5,25.64,781,3.3,12.58,16.55,22.98,32.91,42.34,520,647,727,888,1048
"237","DC","District of Columbia","23-0000","Legal Occupations","major",748,2.4,69.14,88,3.3,30.03,44.62,66.11,83.25,NA,871,1017,69,168,56
"238","DC","District of Columbia","25-0000","Education, Training, and Library Occupations","major",664,1.7,32.87,925,3.6,12.47,18.72,28.02,40.58,56.62,513,710,870,1032,159
"239","DC","District of Columbia","27-0000","Arts, Design, Entertainment, Sports, and Media Occupations","major",560,3.5,40.75,1063,2.2,16.54,24.69,36.33,49.5,67.64,679,882,1030,63,239
"240","DC","District of Columbia","29-0000","Healthcare Practitioners and Technical Occupations","major",629,4.7,41.24,1071,3.5,19.56,26.15,34.7,45.36,70.25,788,925,1001,1112,262
"241","DC","District of Columbia","31-0000","Healthcare Support Occupations","major",171,7.5,15.41,359,2.5,9.92,11.21,14.1,18.46,22.54,348,353,383,478,565
"242","DC","District of Columbia","33-0000","Protective Service Occupations","major",563,2.1,27.15,803,11.1,12.73,14.86,23.53,33.66,48.55,530,570,744,906,61
"243","DC","District of Columbia","35-0000","Food Preparation and Serving Related Occupations","major",851,2.2,13.27,263,1.9,8.65,9.02,10.67,15.56,21.15,203,172,190,359,530
"244","DC","District of Columbia","37-0000","Building and Grounds Cleaning and Maintenance Occupations","major",382,2,15.3,355,1.3,10.34,12.38,14.56,17.5,21,388,427,411,422,526
"245","DC","District of Columbia","39-0000","Personal Care and Service Occupations","major",89,6.1,16.21,410,3.4,9.13,10.49,13.65,18.09,25.45,264,292,351,455,643
"246","DC","District of Columbia","41-0000","Sales and Related Occupations","major",532,4.2,20.17,616,3.3,8.94,9.75,13.67,22.25,39.83,242,233,353,629,1027
"247","DC","District of Columbia","43-0000","Office and Administrative Support Occupations","major",1094,1.6,23.18,720,1,12.59,16.32,21.63,27.78,35.71,521,639,692,796,955
"248","DC","District of Columbia","45-0000","Farming, Fishing, and Forestry Occupations","major",1151,1.7,25.38,46,4.1,21.23,22.98,26.06,28.11,28.12,830,841,816,801,744
"249","DC","District of Columbia","47-0000","Construction and Extraction Occupations","major",178,3.7,24.81,768,1.9,13.7,17.66,23.7,30.5,38.58,565,680,754,854,1015
"250","DC","District of Columbia","49-0000","Installation, Maintenance, and Repair Occupations","major",1147,4.6,26.46,789,1.7,14.97,19.85,26.5,32.48,38.16,623,754,823,878,1009
"251","DC","District of Columbia","51-0000","Production Occupations","major",867,5.2,24.82,769,8,9.83,14.83,23.1,34.56,42.02,341,569,730,927,1044
"252","DC","District of Columbia","53-0000","Transportation and Material Moving Occupations","major",182,3.9,19.49,576,7.8,8.96,10.67,17.65,22.88,31,38,304,544,655,830
"253","FL","Florida","11-0000","Management Occupations","major",505,0.8,52.62,69,0.4,22.81,32.25,45.9,64.86,NA,845,994,1105,146,56
"254","FL","Florida","13-0000","Business and Financial Operations Occupations","major",728,0.8,30.78,886,0.4,15.91,20.62,27.66,36.84,47.67,660,778,861,978,1132
"255","FL","Florida","15-0000","Computer and Mathematical Occupations","major",325,1.5,34.11,946,0.8,17.09,22.73,32.27,43.21,54.42,706,839,949,1075,124
"256","FL","Florida","17-0000","Architecture and Engineering Occupations","major",1168,2.1,33.61,937,0.7,16.53,22.15,31.36,42.85,54.11,678,822,935,1069,121
"257","FL","Florida","19-0000","Life, Physical, and Social Science Occupations","major",712,4.4,28.63,838,1.2,14.33,17.96,24.82,35.08,46.7,589,689,774,939,1117
"258","FL","Florida","21-0000","Community and Social Service Occupations","major",1112,1.5,19.87,602,0.9,11.64,14.25,18.05,23.57,31.25,471,542,45,676,839
"259","FL","Florida","23-0000","Legal Occupations","major",1068,1.7,42.14,1083,2.2,15.66,20.6,29.17,52.98,89.83,653,777,900,94,323
"260","FL","Florida","25-0000","Education, Training, and Library Occupations","major",729,1.4,22.71,712,2.3,9.89,14.27,20.55,27.2,36.39,346,544,656,777,972
"261","FL","Florida","27-0000","Arts, Design, Entertainment, Sports, and Media Occupations","major",1124,2.1,22.15,691,1.3,9.69,12.96,18.44,26.74,36.84,324,466,581,761,983
"262","FL","Florida","29-0000","Healthcare Practitioners and Technical Occupations","major",830,1.3,34.06,945,0.8,14.19,19.87,27.47,36.65,59.94,582,756,854,972,194
"263","FL","Florida","31-0000","Healthcare Support Occupations","major",446,1.2,13.14,254,0.5,8.85,10.11,12.01,14.6,18.27,32,258,267,333,470
"264","FL","Florida","33-0000","Protective Service Occupations","major",467,1.7,19.25,566,2.4,8.85,10.86,16.06,24.78,35.13,32,321,28,707,943
"265","FL","Florida","35-0000","Food Preparation and Serving Related Occupations","major",1095,0.5,10.56,139,0.5,8.06,8.46,9.14,11.2,14.69,129,108,115,220,367
"266","FL","Florida","37-0000","Building and Grounds Cleaning and Maintenance Occupations","major",580,0.9,11.23,175,0.5,8.18,8.75,10.04,12.42,16.01,145,141,159,260,402
"267","FL","Florida","39-0000","Personal Care and Service Occupations","major",426,1.6,11.58,191,0.7,8.13,8.65,9.69,12.61,17.47,139,130,147,265,436
"268","FL","Florida","41-0000","Sales and Related Occupations","major",1181,0.7,17.19,471,0.6,8.28,9.02,11.69,19.46,32.32,161,173,253,521,861
"269","FL","Florida","43-0000","Office and Administrative Support Occupations","major",60,0.5,15.29,354,0.2,9.08,10.98,14.03,18.1,23.26,43,331,376,456,582
"270","FL","Florida","45-0000","Farming, Fishing, and Forestry Occupations","major",570,4.6,10.6,141,1.3,8.05,8.46,9.13,10.99,15.57,127,107,114,214,385
"271","FL","Florida","47-0000","Construction and Extraction Occupations","major",545,1.1,17.61,499,0.5,10.09,12.49,16.05,20.93,27.63,366,436,481,583,722
"272","FL","Florida","49-0000","Installation, Maintenance, and Repair Occupations","major",625,1,19.05,559,0.4,10.13,13.19,17.61,23.5,30.13,370,478,539,673,807
"273","FL","Florida","51-0000","Production Occupations","major",582,1.5,15.42,360,0.5,8.76,10.42,13.75,18.22,24.74,29,288,360,466,627
"274","FL","Florida","53-0000","Transportation and Material Moving Occupations","major",807,1.2,15.11,344,2.1,8.37,9.21,12.31,17.38,24.72,173,194,279,417,626
"275","GA","Georgia","11-0000","Management Occupations","major",441,1,51.74,66,0.6,21.12,30.7,45.05,64.96,NA,828,984,1101,147,56
"276","GA","Georgia","13-0000","Business and Financial Operations Occupations","major",444,1.1,33.75,939,0.8,16.68,21.93,29.9,40.79,54.29,689,814,917,1035,122
"277","GA","Georgia","15-0000","Computer and Mathematical Occupations","major",155,1.7,37.55,1021,1,18.77,25.72,36.04,46.95,57.41,759,910,1024,1132,172
"278","GA","Georgia","17-0000","Architecture and Engineering Occupations","major",917,2.1,35.98,996,1.2,18.76,25.32,34.16,44.55,55.89,758,902,988,1097,151
"279","GA","Georgia","19-0000","Life, Physical, and Social Science Occupations","major",365,2.8,29.24,853,1.3,14.14,18.7,26.78,36.84,47.15,578,709,828,978,1122
"280","GA","Georgia","21-0000","Community and Social Service Occupations","major",766,2,20.47,628,3.9,10.85,14.06,17.74,24.9,34.46,424,530,547,711,926
"281","GA","Georgia","23-0000","Legal Occupations","major",562,3.9,48.36,55,3.6,16.9,22.86,35.23,63.42,NA,697,840,1012,142,56
"282","GA","Georgia","25-0000","Education, Training, and Library Occupations","major",526,1.1,21.98,686,2,8.54,11.31,21.56,28.45,35.04,191,356,690,810,940
"283","GA","Georgia","27-0000","Arts, Design, Entertainment, Sports, and Media Occupations","major",779,6.1,23.57,736,1.8,9.88,13.46,20.33,30.12,40.79,345,494,51,845,1036
"284","GA","Georgia","29-0000","Healthcare Practitioners and Technical Occupations","major",450,1.5,34.27,951,1.4,13.32,18.35,27.07,36.6,63.03,553,698,840,969,213
"285","GA","Georgia","31-0000","Healthcare Support Occupations","major",1154,2,12.66,232,0.9,8.24,9.52,11.55,14.66,18.46,154,219,247,336,477
"286","GA","Georgia","33-0000","Protective Service Occupations","major",97,3.2,16.18,407,1.9,8.91,11.2,14.66,19.07,25.34,35,351,417,503,638
"287","GA","Georgia","35-0000","Food Preparation and Serving Related Occupations","major",690,0.8,9.48,106,0.6,7.66,8.09,8.81,10.01,13.03,62,66,83,187,343
"288","GA","Georgia","37-0000","Building and Grounds Cleaning and Maintenance Occupations","major",146,1.7,11.47,186,1.1,7.87,8.59,10.16,13.32,17.26,96,125,164,283,430
"289","GA","Georgia","39-0000","Personal Care and Service Occupations","major",1117,2.6,10.97,164,1,7.78,8.36,9.34,11.89,16.91,83,96,128,248,420
"290","GA","Georgia","41-0000","Sales and Related Occupations","major",781,1,17.3,480,1,8,8.83,11.54,19.83,34.36,119,151,246,536,924
"291","GA","Georgia","43-0000","Office and Administrative Support Occupations","major",984,0.9,16.03,395,0.3,8.88,11.16,14.59,19.4,25.74,235,348,414,519,652
"292","GA","Georgia","45-0000","Farming, Fishing, and Forestry Occupations","major",77,5.9,13.07,251,2.4,7.88,8.67,11.09,16.58,22.07,98,133,215,385,554
"293","GA","Georgia","47-0000","Construction and Extraction Occupations","major",192,2.2,18.35,526,1,9.75,12.5,16.52,22.43,30.62,333,437,499,640,821
"294","GA","Georgia","49-0000","Installation, Maintenance, and Repair Occupations","major",323,1.6,20.26,620,0.8,10.34,13.98,18.8,25.71,32.79,388,527,596,31,877
"295","GA","Georgia","51-0000","Production Occupations","major",556,1.2,15.15,348,0.8,8.53,10.21,13.47,18.05,24.4,19,267,337,449,617
"296","GA","Georgia","53-0000","Transportation and Material Moving Occupations","major",637,1.2,16.56,431,4.1,8.26,9.63,13.35,19.12,27.82,6,227,329,506,731
"297","HI","Hawaii","11-0000","Management Occupations","major",688,1.9,42.21,1085,1.2,18.94,26.02,36.53,52.19,70.95,766,919,1038,88,269
"298","HI","Hawaii","13-0000","Business and Financial Operations Occupations","major",494,2.3,30.56,881,2.7,16.74,21.61,28.51,37.13,46.01,692,810,880,987,1109
"299","HI","Hawaii","15-0000","Computer and Mathematical Occupations","major",1142,5.4,34.25,950,2.6,19.08,24.86,33.33,42.15,51.07,771,886,965,1057,85
"300","HI","Hawaii","17-0000","Architecture and Engineering Occupations","major",1086,2.9,37.09,1014,2.5,21.15,27.39,35.77,44.86,53.26,829,950,1020,1101,108
"301","HI","Hawaii","19-0000","Life, Physical, and Social Science Occupations","major",949,1.8,32.86,924,3.7,14.71,20.12,28.41,40.14,53.65,608,764,877,1027,111
"302","HI","Hawaii","21-0000","Community and Social Service Occupations","major",85,2.6,21.03,652,3.1,9.5,14.18,20.11,27,33.67,307,537,644,40,900
"303","HI","Hawaii","23-0000","Legal Occupations","major",601,5.5,41.28,1072,5.4,19.56,25.01,35.11,49.51,68.12,789,892,1009,64,246
"304","HI","Hawaii","25-0000","Education, Training, and Library Occupations","major",765,2.7,23.77,745,3,12.58,16.19,21.83,28.62,36.25,520,631,700,815,969
